transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,original_transaction_id,currency,notes_suspicious
T12007,U125,2019-07-17,Expense,Rent,106.0,Bank Transfer,Jaipur,,T12007,INR,False
T08016,U187,2022-10-18,Income,Other Income,79192.0,UPI,kolkata,Salary ,T08016,INR,False
T13830-1,U087,2022-02-14,Expense,Education,970.0,UPI,Bengaluru,Dinner at resto ,T13830,INR,False
T14247,U088,2022-03-16,Expense,Food,143.0,Card,Kolkata,Paid electricity bill,T14247,INR,False
T06037,U169,2020-09-09,Expense,Others,201.0,Card,Ahmedabad,Salary,T06037,INR,False
T14466,U110,2022-07-20,Expense,Rent,897.0,Bank Transfer,Jaipur,Doctor visit,T14466,INR,False
T14329,U031,2020-06-20,Expense,Travel,154.0,Cash,Delhi,Gift,T14329,INR,False
T03985,U035,2019-04-23,Expense,Food,494.0,Cash,Chennai,Grocery shopping,T03985,INR,False
T04004,U058,2022-02-10,Expense,Utilities,269.0,UPI,Bengaluru,Doctor visit,T04004,INR,False
T12495,U007,2020-12-03,Expense,Food,61.0,Bank Transfer,Delhi,,T12495,INR,False
T01726,U104,2020-05-03,Expense,Savings,523.0,Cash,Chennai,Netflix subscription,T01726,INR,False
T05586,U040,2019-05-13,Income,Other Income,50434.0,Bank Transfer,Lucknow,Grocery shopping,T05586,INR,False
T11150,U088,2022-05-02,Income,Other Income,27445.0,Cash,Ahmedabad,RWWINXutT3dAfiqI,T11150,INR,True
T04105,U050,2021-11-01,Expense,Education,3827.0,UPI,Mumbai,Uber to office cash,T04105,INR,False
T13855,U027,2020-11-14,Expense,Entertainment,143.0,UPI,Chennai,Doctor visit cash,T13855,INR,False
T07446,U065,2019-04-01,Expense,Health,179.0,UPI,Lucknow,Uber to office,T07446,USD,False
T13621,U083,2021-09-05,Expense,Food,765.0,Cash,Jaipur,Gift,T13621,INR,False
T07865,U059,2020-03-31,Expense,Rent,1046.0,Card,Mumbai,O6bcnjjYb9S6RU,T07865,INR,False
T06912,U020,2021-06-23,Expense,Others,173.0,Bank Transfer,Hyderabad,Doctor visit,T06912,INR,False
T00347,U080,2020-02-07,Expense,Savings,2276.0,Cash,Hyderabad,Monthly rent late,T00347,INR,False
T14682,U013,2019-03-23,Expense,Travel,110.0,Card,Ahmedabad,Grocery shopping,T14682,INR,False
T02659,U034,2020-07-21,Expense,Education,1354.0,Bank Transfer,Kolkata,,T02659,INR,False
T11797,U104,2020-02-14,Expense,Entertainment,167.0,UPI,chennai,mzEuaOcm7qhKnOXU9Ok,T11797,INR,True
T13578,U072,2022-03-20,Expense,Health,127.0,Card,Delhi,Paid electricity bill,T13578,INR,False
T04094,U155,2021-07-02,Income,Salary,87896.0,Bank Transfer,Lucknow,Netflix subscription,T04094,INR,False
T01313,U123,2019-05-21,Expense,Utilities,641.0,Cash,Kolkata,Dinner at resto,T01313,INR,False
T00557,U067,2019-03-07,Expense,Rent,43.0,Card,hyderabad,Gift,T00557,INR,False
T12155,U052,2022-06-01,Expense,Utilities,417.0,Bank Transfer,mumbai,Gift cash,T12155,INR,False
T00841,U072,2019-12-13,Expense,Health,1245.0,Bank Transfer,,Course fee,T00841,INR,False
T06913,U071,2019-12-02,Expense,Rent,112.0,Bank Transfer,Bengaluru,Gift cash,T06913,INR,False
T07737,U035,2021-09-03,Expense,Savings,305.0,Bank Transfer,Ahmedabad,,T07737,USD,False
T13658,U009,2022-02-24,Expense,Food,758.0,Card,Hyderabad,Dinner at resto,T13658,INR,False
T05175,U032,,Expense,Savings,467.0,Bank Transfer,Lucknow,euGSH7ywMV8PdN,T05175,INR,False
T02980,U137,2020-09-22,Expense,Food,1970.0,Cash,Ahmedabad,Course fee ,T02980,INR,False
T07667,U082,2021-06-09,Expense,Entertainment,433.0,Bank Transfer,,Monthly rent,T07667,INR,False
T14923,U184,2019-12-19,Expense,Rent,142.0,Cash,Delhi,Course fee ,T14923,INR,False
T09587,U158,2022-06-13,Expense,Food,67.0,Bank Transfer,Pune,Uber to office,T09587,USD,False
T05297,U021,2020-05-09,Income,Bonus,83971.0,Card,Pune,Paid electricity bill,T05297,INR,False
T05020,U039,2021-10-17,Income,Other Income,69578.0,Card,,Paid electricity bill,T05020,INR,False
T12904,U088,2021-05-02,Income,Other Income,71924.0,Card,Kolkata,Monthly rent,T12904,INR,False
T11616,U015,2019-09-23,Expense,Others,1165.0,Card,Chennai,Gift,T11616,INR,False
T11533,U121,2020-02-16,Expense,Food,1096.0,Bank Transfer,Lucknow,Doctor visit,T11533,INR,False
T02143,U048,2019-12-17,Expense,Rent,242.0,,Bengaluru,Dinner at resto via app,T02143,INR,False
T10752,U017,2022-02-09,Expense,Health,46.0,Card,Delhi,Netflix subscription,T10752,USD,False
T00344,U143,2021-07-09,Income,Bonus,57488.0,Card,Pune,Netflix subscription cash,T00344,INR,False
T12641,U118,2019-03-10,Expense,Others,9560.0,,Ahmedabad,Grocery shopping via app,T12641,INR,False
T11550,U018,2020-08-29,Expense,Food,1070.0,UPI,Delhi,Netflix subscription late,T11550,USD,False
T11822,U169,2021-10-16,Expense,Food,357.0,UPI,pune,Paid electricity bill,T11822,INR,False
T03647,U103,2021-12-28,Expense,Utilities,1118.0,Bank Transfer,Pune,Paid electricity bill,T03647,INR,False
T07270-1,U179,2022-05-24,Expense,Food,304.0,Bank Transfer,Jaipur,Course fee,T07270,INR,False
T05106,U116,2022-05-01,Income,Other Income,62139.0,Card,,,T05106,USD,False
T12588,U026,2020-01-09,Expense,Rent,80.0,Card,kolkata,Doctor visit,T12588,INR,False
T00058-1,U136,2021-12-06,Expense,Rent,26.0,Cash,Mumbai,Salary ,T00058,INR,False
T13412,U004,,Expense,Food,216.0,Cash,Lucknow,Course fee,T13412,INR,False
T05096,U191,2020-01-23,Expense,Rent,472.0,Cash,jaipur,Course fee cash,T05096,INR,False
T12608,U003,2021-03-13,Expense,Travel,1522.0,UPI,Bengaluru,Grocery shopping late,T12608,INR,False
T07693,U143,2020-12-19,Income,Salary,34973.0,Card,Ahmedabad,Paid electricity bill,T07693,INR,False
T08137,U064,2021-11-21,Expense,Food,6474.0,UPI,Delhi,Salary,T08137,INR,False
T11117,U115,2019-06-23,Expense,Others,181.0,UPI,Kolkata,Netflix subscription,T11117,INR,False
T08437,U102,2021-08-11,Expense,,893.0,,Kolkata,Course fee ,T08437,INR,False
T06565,U190,2021-07-05,Expense,Entertainment,2830.0,Cash,hyderabad,Doctor visit,T06565,INR,False
T09835,U150,2022-09-27,Expense,Education,1011.0,Bank Transfer,Pune,ZZTpTitf8SLTimlE8,T09835,INR,True
T08493,U187,2021-07-20,Expense,Rent,396.0,Card,Hyderabad,lSsJ1hVNltTr7ZEBeSV,T08493,INR,True
T06771,U095,2019-01-16,Expense,Rent,364.0,Card,Chennai,Grocery shopping,T06771,INR,False
T09861,U114,2019-07-26,Income,Bonus,49386.0,Card,MUMBAI,Uber to office,T09861,INR,False
T13083,U068,2022-02-09,Income,Salary,60332.0,Bank Transfer,Mumbai,,T13083,INR,False
T10624,U029,2021-06-28,Expense,Education,596.0,Bank Transfer,Mumbai,,T10624,INR,False
T10354,U186,2022-11-12,Expense,Others,3861.0,Card,Lucknow,Monthly rent,T10354,INR,False
T10941,U086,2021-08-08,Expense,Travel,147.0,Cash,Pune,Netflix subscription,T10941,INR,False
T10668,U041,2022-09-05,Income,Salary,68225.0,UPI,Hyderabad,Dinner at resto,T10668,INR,False
T07726,U086,2020-05-29,Income,Other Income,45836.0,Bank Transfer,Delhi,4jUVfR6VWXt,T07726,INR,False
T04003,U096,2022-03-21,Expense,Savings,627.0,Card,Bengaluru,Dinner at resto,T04003,INR,False
T09870,U042,2019-11-27,Expense,Rent,731.0,Card,Bengaluru,Dinner at resto,T09870,INR,False
T08180,U168,2019-07-04,Income,Other Income,53946.0,UPI,Chennai,Netflix subscription,T08180,INR,False
T14335,U021,2019-08-11,Expense,Rent,132.0,Cash,Chennai,Doctor visit via app,T14335,INR,False
T04313,U001,2022-08-06,Income,Other Income,54487.0,,Chennai,Monthly rent,T04313,INR,False
T05415,U143,2020-12-21,Income,Other Income,73590.0,UPI,Bengaluru,Doctor visit,T05415,INR,False
T12790,U068,2020-06-06,Expense,Utilities,3754.0,Bank Transfer,Lucknow,Uber to office,T12790,INR,False
T06552,U064,2020-01-29,Expense,Food,387.0,Cash,Pune,Netflix subscription late,T06552,INR,False
T06003,U024,2022-08-30,Expense,Rent,298.0,Bank Transfer,Lucknow,Monthly rent,T06003,INR,False
T14624,U056,2022-10-20,Expense,Utilities,239.0,Bank Transfer,Kolkata,d2Vvia4Qo,T14624,INR,False
T06014,U166,2020-01-01,Expense,Travel,800.0,UPI,Pune,Paid electricity bill,T06014,INR,False
T01666,U039,2021-05-06,Expense,Food,277.0,Card,Hyderabad,Uber to office late,T01666,INR,False
T10955,U098,2020-09-19,Expense,Food,30.0,Bank Transfer,JAIPUR,Course fee late,T10955,INR,False
T00458,U018,2021-04-22,Expense,Travel,968.0,Bank Transfer,Hyderabad,Uber to office cash,T00458,INR,False
T00489,U113,2020-08-05,Expense,Rent,55.0,Cash,Kolkata,Salary,T00489,INR,False
T08735,U129,2020-11-18,Income,Bonus,58300.0,UPI,Mumbai,Salary via app,T08735,INR,False
T05884,U050,2020-07-15,Expense,Travel,405.0,Cash,Delhi,,T05884,INR,False
T07463,U131,2022-02-18,Income,Other Income,59424.0,Card,Ahmedabad,Course fee late,T07463,INR,False
T12970,U084,2021-08-14,Expense,Utilities,156.0,Card,Mumbai,4UAxsjFrRlIMJv6mf,T12970,INR,True
T01523,U153,2022-04-20,Expense,Utilities,1107.0,Bank Transfer,Mumbai,,T01523,INR,False
T01657,U024,2019-02-24,Expense,Rent,481.0,Card,Ahmedabad,Gift cash,T01657,INR,False
T00397,U182,2020-10-04,Income,Salary,48402.0,Bank Transfer,Hyderabad,,T00397,INR,False
T06907,U046,2019-12-13,Income,Salary,42863.0,Cash,,Monthly rent,T06907,INR,False
T03643,U038,2019-12-29,Expense,Travel,2502.0,Cash,Kolkata,Salary,T03643,INR,False
T14072,U013,2021-01-04,Expense,Rent,991.0,Cash,Pune,Netflix subscription via app,T14072,INR,False
T02494,U091,2019-06-06,Expense,Rent,770.0,Cash,Ahmedabad,Uber to office via app,T02494,INR,False
T11152,U034,2021-07-10,Expense,Travel,276.0,Bank Transfer,Kolkata,Grocery shopping cash,T11152,INR,False
T04837,U073,2021-11-28,Expense,Rent,146.0,Cash,mumbai,Paid electricity bill,T04837,INR,False
T06582,U080,2022-06-16,Expense,Rent,386.0,UPI,Hyderabad,Netflix subscription,T06582,INR,False
T02929,U004,2019-11-01,Expense,Food,527.0,Bank Transfer,Jaipur,Grocery shopping,T02929,USD,False
T13421,U165,2020-03-29,Expense,Rent,102.0,Bank Transfer,Jaipur,Dinner at resto,T13421,INR,False
T03048,U072,2019-11-20,Expense,Savings,766.0,Card,Hyderabad,Netflix subscription,T03048,INR,False
T03354,U113,,Expense,Savings,813.0,Bank Transfer,hyderabad,,T03354,INR,False
T12860,U132,2021-04-08,Expense,Food,588.0,Card,,Monthly rent,T12860,INR,False
T13254,U185,2021-05-07,Income,Bonus,50395.0,Cash,Hyderabad,Dinner at resto cash,T13254,INR,False
T11087,U092,2020-04-09,Expense,Food,441.0,UPI,Jaipur,Doctor visit,T11087,INR,False
T07351,U047,2020-09-05,Expense,Food,920.0,Card,Lucknow,Uber to office,T07351,INR,False
T11952,U020,2021-11-04,Income,Salary,67963.0,Card,Mumbai,,T11952,INR,False
T09890,U034,2019-03-05,Expense,Rent,198.0,Cash,Lucknow,Gift late,T09890,INR,False
T08930,U091,2021-01-05,Expense,Rent,730.0,UPI,Mumbai,,T08930,INR,False
T04048,U176,2020-08-28,Expense,Travel,100.0,Bank Transfer,Pune,,T04048,INR,False
T08351,U160,2020-03-01,Expense,Utilities,1062.0,Card,,Salary,T08351,INR,False
T05322,U037,2019-09-23,Expense,Food,62.0,Bank Transfer,Delhi,,T05322,INR,False
T01778,U071,2022-07-12,Income,Bonus,71473.0,UPI,Lucknow,Uber to office,T01778,INR,False
T11504,U189,2022-09-20,Expense,Savings,363.0,UPI,Hyderabad,Gift,T11504,INR,False
T09969,U121,2021-11-06,Expense,Rent,542.0,Cash,Bengaluru,Course fee,T09969,USD,False
T14146,U132,2022-09-23,Expense,Food,122.0,Cash,Chennai,,T14146,INR,False
T00081,U144,2021-11-20,Income,Bonus,59468.0,UPI,Ahmedabad,Grocery shopping,T00081,INR,False
T12257,U069,2020-07-02,Expense,Food,154.0,UPI,ahmedabad,Course fee,T12257,INR,False
T00977,U071,2019-02-10,Expense,Savings,4634.0,Cash,Chennai,Course fee ,T00977,INR,False
T04097,U047,2021-03-23,Expense,Food,158.0,Bank Transfer,kolkata,Salary,T04097,INR,False
T08522,U191,2022-05-25,Expense,Rent,90.0,Cash,Bengaluru,Monthly rent,T08522,INR,False
T09357,U154,2022-03-14,Expense,Entertainment,635.0,Cash,Kolkata,Grocery shopping ,T09357,INR,False
T08526,U108,2021-11-26,Expense,Food,455.0,,Hyderabad,Paid electricity bill,T08526,INR,False
T13212,U010,2020-03-06,Expense,,159.0,Card,Bengaluru,Salary,T13212,INR,False
T01158,U171,2021-10-18,Income,Salary,77079.0,Bank Transfer,Mumbai,Grocery shopping,T01158,INR,False
T05760,U086,2020-04-03,Expense,Travel,19.0,Card,Bengaluru,Gift,T05760,INR,False
T12924,U063,2020-12-04,Expense,Rent,144.0,Cash,Mumbai,Doctor visit,T12924,INR,False
T04576,U054,2019-04-04,Expense,Utilities,910.0,Cash,Mumbai,,T04576,INR,False
T12735,U038,2021-08-23,Expense,Entertainment,111.0,Cash,Ahmedabad,Gift,T12735,INR,False
T08429,U159,2021-03-31,Expense,Savings,303.0,Cash,Pune,Monthly rent,T08429,INR,False
T10905,U007,2021-11-11,Expense,Rent,1075.0,UPI,Kolkata,,T10905,INR,False
T11909,U126,2020-03-31,Expense,Food,121.0,Cash,Pune,,T11909,USD,False
T12675,U065,2022-01-08,Income,Salary,84815.0,Bank Transfer,Lucknow,Paid electricity bill,T12675,INR,False
T10946,U020,2020-07-18,Expense,Others,495.0,UPI,Pune,,T10946,INR,False
T12708,U037,2021-12-24,Expense,Education,411.0,Card,Mumbai,Dinner at resto ,T12708,INR,False
T09917,U089,2022-05-17,Expense,,470.0,Card,Bengaluru,Netflix subscription,T09917,INR,False
T12677-2,U115,2021-02-13,Expense,Food,425.0,UPI,Bengaluru,Grocery shopping ,T12677,INR,False
T07582,U141,2020-01-14,Expense,Rent,155.0,Bank Transfer,Bengaluru,,T07582,INR,False
T13052,U170,2020-01-01,Expense,Health,1726.0,Cash,Ahmedabad,Doctor visit cash,T13052,INR,False
T04351,U103,2021-04-24,Income,Salary,66139.0,Bank Transfer,Jaipur,Paid electricity bill,T04351,INR,False
T09395,U039,2021-02-27,Expense,Food,1702.0,Bank Transfer,Lucknow,,T09395,INR,False
T07869,U042,2019-09-11,Expense,Food,352.0,Cash,Delhi,Grocery shopping,T07869,INR,False
T14659,U153,2019-07-16,Expense,Food,106.0,UPI,Bengaluru,Netflix subscription,T14659,INR,False
T11936,U047,2019-02-13,Income,Salary,72066.0,UPI,Delhi,Doctor visit,T11936,INR,False
T02317,U022,2020-07-23,Expense,Rent,169.0,UPI,kolkata,Uber to office cash,T02317,INR,False
T13980,U070,2021-08-09,Expense,Food,728.0,Bank Transfer,Bengaluru,Course fee ,T13980,INR,False
T01336,U172,2021-01-01,Expense,Rent,2862.0,Bank Transfer,,,T01336,INR,False
T00024,U141,2019-02-28,Expense,Entertainment,526.0,UPI,Delhi,Salary cash,T00024,INR,False
T11707,U094,2019-07-05,Expense,Food,246.0,Bank Transfer,Kolkata,Paid electricity bill ,T11707,INR,False
T09899,U161,2022-09-25,Expense,Utilities,1246.0,Cash,LUCKNOW,Grocery shopping,T09899,INR,False
T13820,U110,2020-04-07,Expense,Rent,283.0,Card,Kolkata,Doctor visit late,T13820,INR,False
T10434,U081,2022-07-13,Expense,Rent,434.0,Cash,Bengaluru,Netflix subscription via app,T10434,INR,False
T02993,U161,2021-12-19,Expense,Rent,1507.0,Cash,Kolkata,Gift cash,T02993,INR,False
T05944,U027,2022-01-09,Expense,Others,1502.0,Cash,delhi,Course fee,T05944,INR,False
T01639,U124,2021-06-27,Expense,Utilities,140.0,Card,bengaluru,Netflix subscription,T01639,INR,False
T14343,U076,2020-05-20,Income,Other Income,57479.0,Card,Lucknow,Dinner at resto,T14343,INR,False
T00260,U076,2019-12-20,Expense,Others,922.0,Card,hyderabad,Grocery shopping cash,T00260,INR,False
T03074,U125,2022-07-16,Expense,Rent,688.0,,Ahmedabad,Gift,T03074,INR,False
T05465,U089,2019-03-26,Expense,Entertainment,1798.0,UPI,Bengaluru,,T05465,USD,False
T03088,U173,2020-09-07,Expense,Food,373.0,,Delhi,Gift,T03088,INR,False
T01436,U002,2020-01-15,Expense,Savings,1014.0,UPI,Ahmedabad,Gift,T01436,USD,False
T03568,U190,2021-07-05,Expense,Food,908.0,Card,Mumbai,Course fee,T03568,INR,False
T04468,U064,,Expense,Food,123.0,Bank Transfer,Chennai,Netflix subscription,T04468,INR,False
T05668,U057,,Expense,Rent,760.0,Cash,Chennai,,T05668,INR,False
T13395,U074,2022-09-27,Expense,Rent,1093.0,UPI,Chennai,Doctor visit,T13395,INR,False
T07691,U056,2020-05-08,Expense,Rent,1019.0,Bank Transfer,Kolkata,Grocery shopping ,T07691,INR,False
T01006,U151,2019-10-15,Expense,Utilities,531.0,UPI,Ahmedabad,Monthly rent,T01006,INR,False
T09678,U145,2019-05-17,Expense,Travel,110.0,UPI,,Salary,T09678,INR,False
T11758,U053,2021-06-17,Expense,Rent,158.0,Bank Transfer,Delhi,Netflix subscription ,T11758,INR,False
T14017,U176,2019-09-10,Expense,Food,288.0,Card,Jaipur,Grocery shopping via app,T14017,INR,False
T06576,U174,2019-05-05,Income,Other Income,52212.0,Card,Lucknow,Gift,T06576,INR,False
T10865,U021,2021-05-11,Income,Bonus,59649.0,Bank Transfer,Pune,Doctor visit via app,T10865,INR,False
T05239,U091,2019-11-02,Income,Other Income,37271.0,UPI,Jaipur,Doctor visit,T05239,INR,False
T06212,U108,2021-06-30,Expense,Food,7708.0,Card,Chennai,Salary,T06212,INR,False
T09081,U062,2021-02-10,Expense,Food,123.0,Bank Transfer,Chennai,Grocery shopping,T09081,INR,False
T10910-1,U012,2022-05-29,Expense,Health,94.0,Cash,Pune,Monthly rent ,T10910,INR,False
T06373,U008,2021-02-10,Expense,Food,191.0,Card,Hyderabad,Netflix subscription late,T06373,INR,False
T10508,U074,2019-07-16,Expense,Others,112.0,Bank Transfer,Delhi,Grocery shopping late,T10508,INR,False
T09101,U142,2020-09-12,Expense,Utilities,310.0,Bank Transfer,JAIPUR,Grocery shopping,T09101,USD,False
T05264,U015,2021-03-03,Expense,Rent,1254.0,Cash,,Monthly rent ,T05264,INR,False
T07081,U069,2022-06-29,Expense,Others,1521.0,Card,Ahmedabad,Salary late,T07081,INR,False
T04545,U103,2019-03-17,Expense,Others,178.0,UPI,Bengaluru,Paid electricity bill,T04545,INR,False
T11605,U090,2019-12-31,Expense,Food,425.0,UPI,Chennai,Course fee,T11605,INR,False
T11465,U086,2022-10-16,Expense,Rent,26.0,Cash,Jaipur,Monthly rent,T11465,INR,False
T04092,U097,2021-08-10,Expense,Entertainment,379.0,Bank Transfer,Delhi,JOuoQS1G,T04092,INR,False
T09812,U147,2020-12-24,Expense,Food,1581.0,UPI,hyderabad,Grocery shopping,T09812,INR,False
T08046,U007,2019-05-30,Expense,Utilities,289.0,Bank Transfer,Lucknow,Course fee,T08046,INR,False
T00671,U057,2020-09-16,Expense,Health,460.0,,bengaluru,Gift,T00671,INR,False
T02971,U087,2019-09-02,Expense,Others,1274.0,UPI,Mumbai,Doctor visit,T02971,USD,False
T13730,U118,2019-05-09,Expense,Rent,587.0,Card,Chennai,Paid electricity bill,T13730,INR,False
T00388,U163,2020-01-10,Income,Bonus,58567.0,Card,Pune,Monthly rent,T00388,INR,False
T05008,U118,2020-08-29,Expense,Food,264.0,Card,Pune,Monthly rent,T05008,INR,False
T07157,U162,2020-09-17,Expense,Food,539.0,Card,Delhi,Monthly rent,T07157,INR,False
T10172,U128,2022-02-12,Expense,Rent,274.0,Bank Transfer,Bengaluru,Gift late,T10172,INR,False
T01946,U188,2020-09-27,Income,Other Income,77445.0,UPI,Kolkata,Dinner at resto,T01946,INR,False
T03169,U166,,Expense,Savings,161.0,Cash,Chennai,Doctor visit,T03169,INR,False
T13179,U021,2022-08-15,Expense,Food,131.0,UPI,Jaipur,Doctor visit via app,T13179,INR,False
T02773,U084,2021-02-12,Expense,Food,537.0,Card,Jaipur,Doctor visit,T02773,INR,False
T05725,U074,2021-08-29,Expense,Food,4038.0,Cash,Mumbai,Salary,T05725,INR,False
T00277,U053,2020-04-24,Expense,Food,270.0,UPI,Delhi,Course fee late,T00277,INR,False
T13634,U042,2019-06-25,Income,,65040.0,Bank Transfer,Kolkata,Doctor visit,T13634,INR,False
T00941,U010,2021-03-30,Expense,Travel,114.0,UPI,Hyderabad,Uber to office,T00941,INR,False
T12404,U152,,Expense,Education,263.0,Cash,Chennai,RZfTuSKzJdMbP45oi13,T12404,INR,True
T09690,U142,2019-11-12,Expense,Food,1742.0,Cash,Kolkata,Uber to office via app,T09690,INR,False
T10663,U156,2022-10-21,Expense,Food,314.0,Card,Chennai,lzjfTdDQ61,T10663,INR,False
T13930,U015,2019-10-02,Expense,Rent,580.0,Cash,Mumbai,Doctor visit,T13930,INR,False
T08778,U127,2020-09-28,Expense,Rent,327.0,,,,T08778,INR,False
T00808,U133,2019-06-06,Expense,Rent,422.0,Cash,Jaipur,Paid electricity bill,T00808,INR,False
T03335,U016,2020-12-15,Expense,Savings,160.0,Card,,Netflix subscription,T03335,USD,False
T00373,U149,2019-09-29,Income,Salary,41594.0,Card,Chennai,4o0sVrW1yfjqzgGWi4R,T00373,INR,True
T01375,U052,2020-02-03,Expense,Travel,1552.0,Card,Ahmedabad,Gift,T01375,INR,False
T11802,U179,2020-02-08,Expense,Rent,1138.0,Bank Transfer,Jaipur,Gift,T11802,INR,False
T06644,U040,2019-02-17,Expense,Food,2414.0,Card,Hyderabad,,T06644,INR,False
T13140,U054,2021-10-14,Expense,Travel,31.0,Card,Bengaluru,Uber to office,T13140,INR,False
T06757-1,U185,2019-07-20,Expense,Entertainment,99.0,Bank Transfer,Bengaluru,Netflix subscription,T06757,INR,False
T12458,U107,2019-06-06,Income,Salary,85212.0,Bank Transfer,Hyderabad,Monthly rent ,T12458,INR,False
T03814,U081,2020-08-23,Expense,Rent,407.0,Cash,Delhi,Grocery shopping,T03814,INR,False
T05423,U071,2019-09-03,Expense,Entertainment,429.0,Bank Transfer,Hyderabad,Dinner at resto late,T05423,INR,False
T01168,U087,2021-02-02,Expense,Food,136.0,Card,Bengaluru,Gift,T01168,INR,False
T07870,U055,2021-10-15,Expense,Travel,78.0,Bank Transfer,Lucknow,,T07870,INR,False
T07886,U165,2021-03-02,Expense,Savings,1073.0,Card,Ahmedabad,Uber to office,T07886,INR,False
T01662,U095,2019-04-07,Expense,Rent,272.0,UPI,Chennai,Monthly rent,T01662,INR,False
T12927,U054,2022-10-14,Expense,Food,7012.0,UPI,Delhi,Netflix subscription,T12927,INR,False
T12777,U142,2019-03-27,Income,Salary,49588.0,UPI,Ahmedabad,Gift,T12777,INR,False
T13478,U188,2019-05-23,Expense,Travel,423.0,Card,Delhi,sfB51hjfmMRG8ksj,T13478,INR,True
T01294,U137,2021-11-20,Income,Other Income,41753.0,UPI,Kolkata,Netflix subscription,T01294,INR,False
T14626,U010,2021-02-01,Income,Salary,58771.0,UPI,Lucknow,Doctor visit,T14626,USD,False
T09172,U083,2020-11-20,Income,Other Income,61029.0,Card,Jaipur,Dinner at resto,T09172,INR,False
T07339,U146,2021-06-02,Expense,Rent,149.0,UPI,Kolkata,Dinner at resto,T07339,INR,False
T12071,U151,2020-08-15,Expense,Travel,2132.0,UPI,Delhi,Salary,T12071,INR,False
T13165,U068,2020-04-12,Expense,Others,2036.0,Cash,,Monthly rent ,T13165,INR,False
T00832,U082,2022-08-13,Expense,Utilities,107.0,Cash,Jaipur,Salary,T00832,USD,False
T10110,U076,2020-05-01,Expense,Travel,157.0,Cash,Hyderabad,Monthly rent via app,T10110,INR,False
T12442,U059,2019-07-23,Expense,Rent,108.0,Bank Transfer,Bengaluru,Dinner at resto,T12442,INR,False
T02613,U022,2022-06-25,Expense,Entertainment,1485.0,Bank Transfer,delhi,Salary,T02613,INR,False
T03461,U106,2019-04-22,Expense,Rent,876.0,Card,Kolkata,himGo4FByoSUBteF,T03461,INR,True
T06834,U127,2019-02-03,Expense,Food,466.0,Bank Transfer,Hyderabad,,T06834,INR,False
T04007,U065,2019-01-02,Expense,Others,754.0,Bank Transfer,Lucknow,Paid electricity bill,T04007,USD,False
T09165,U188,2020-06-11,Expense,Food,,,,Course fee late,T09165,,False
T11920,U076,2019-03-24,Expense,Utilities,888.0,Card,Pune,,T11920,INR,False
T06434,U046,2021-10-23,Expense,Travel,250.0,Card,Delhi,Doctor visit late,T06434,INR,False
T02987,U087,2022-09-17,Expense,Rent,91.0,UPI,Mumbai,Grocery shopping,T02987,INR,False
T02869,U004,2020-10-01,Expense,Entertainment,31.0,Cash,Jaipur,Uber to office,T02869,INR,False
T08083,U103,2020-12-11,Expense,Food,31.0,Cash,Chennai,Dinner at resto,T08083,INR,False
T00186,U005,2019-07-23,Expense,Food,745.0,Bank Transfer,Pune,Monthly rent,T00186,INR,False
T08595,U016,2020-12-31,Income,Bonus,35484.0,UPI,Pune,Course fee via app,T08595,INR,False
T01877,U099,2019-09-05,Expense,Utilities,682.0,Bank Transfer,Mumbai,Netflix subscription,T01877,INR,False
T00975,U164,2020-03-13,Expense,Rent,111.0,Card,Pune,Grocery shopping late,T00975,INR,False
T06100-1,U079,2022-08-31,Expense,Rent,196.0,UPI,Chennai,Netflix subscription,T06100,INR,False
T13828,U065,2022-10-09,Expense,Rent,327.0,Cash,Mumbai,Salary via app,T13828,INR,False
T14751,U117,2020-01-05,Expense,Travel,179.0,Bank Transfer,Delhi,Monthly rent ,T14751,INR,False
T11809,U188,2022-08-14,Expense,Utilities,765.0,Bank Transfer,Chennai,y9BQTQzBTJqJjWEPkz2,T11809,INR,True
T05032,U123,2022-07-16,Expense,Travel,1899.0,Bank Transfer,PUNE,Salary,T05032,INR,False
T11672,U025,,Expense,Rent,300.0,Card,mumbai,Doctor visit ,T11672,INR,False
T09834,U061,2020-12-06,Expense,Utilities,32.0,Bank Transfer,Ahmedabad,Monthly rent,T09834,INR,False
T06620,U188,2022-04-12,Expense,Rent,492.0,Card,mumbai,Dinner at resto ,T06620,INR,False
T12868,U018,2021-07-30,Expense,Health,170.0,UPI,Lucknow,Paid electricity bill,T12868,INR,False
T10336,U181,2022-01-16,Expense,Food,131.0,Bank Transfer,lucknow,Monthly rent,T10336,INR,False
T12144,U056,2021-09-07,Expense,Entertainment,148.0,Card,Kolkata,Netflix subscription,T12144,INR,False
T06221-1,U050,2020-03-14,Expense,Rent,1411.0,Cash,Chennai,Gift,T06221,INR,False
T05535,U178,2019-02-13,Expense,Food,206.0,Bank Transfer,Delhi,Gift,T05535,INR,False
T12619,U092,2021-11-01,Expense,Entertainment,686.0,UPI,Chennai,Course fee,T12619,INR,False
T00504,U093,2021-02-04,Expense,Rent,143.0,Cash,Delhi,Gift,T00504,INR,False
T03124,U063,2022-07-05,Expense,,1944.0,Bank Transfer,Lucknow,Monthly rent,T03124,INR,False
T01798,U088,2022-11-11,Expense,Rent,882.0,Card,Hyderabad,Dinner at resto,T01798,INR,False
